Word,POS Tag,Meaning
ಪಿಂಡ,(ನಾ),"ಗುಂಪು, ತುತ್ತು, ಶ್ರಾದ್ಧಗಳಲ್ಲಿ ಪಿತೃಗಳಿಗೆ ಇರಿಸುವ ಅನ್ನದ ಉಂಡೆ, ಭ್ರೂಣ, ಉಂಡೆ."
ಪಿಂಡಿ,(ನಾ),"ಕಟ್ಟು, ಹೊರೆ, ಹಿಂಡಿ."
ಪಿಂಭ,(ನಾ),ನವಿಲುಗರಿ.
ಪಿಕಾಸಿ,(ನಾ),ನೆಲ ಅಗೆಯುವ ಸಾಧನ.
ಪಿಚಕಾರಿ,(ನಾ),ಜೀರ್ಕೊಳವೆ.
ಪಿಟೀಲು,(ನಾ),ಮನೆಗಳಿಲ್ಲದ ಒಂದು ಬಗೆಯ ತಂತೀವಾದ್ಯ.
ಪಿಡುಗು,(ನಾ),"ತೊಂದರೆ, ಪ್ಲೇಗು ಮುಂತಾದ ಅಂಟು ಜಾಡ್ಯ."
ಪಿತೂರಿ,(ನಾ),ಒಳಸಂಚು.
ಪಿತೃ,(ನಾ),"ತಂದೆ, ಪೂರ್ವಜ."
ಪಿತ್ತ,(ನಾ),"ಶರೀರದ ಮೂರು ಧಾತುಗಳಲ್ಲಿ ಒಂದು, ಹುಚ್ಚು, ಕೋಪ."
ಪಿಪ್ಪಲ,(ನಾ),ಒಂದು ಜಾತಿಯ ಮರ.
ಪಿಪ್ಪಲಿ,(ನಾ),ಹಿಪ್ಪಲಿ.
ಪಿರಂಗಿ,(ನಾ),ದೊಡ್ಡ ಬಂದೂಕು.
ಪಿಷ್ಟ,(ನಾ),ಹಿಟ್ಟು.
ಪಿಸನಾರಿ,(ನಾ),ಜಿಪುಣ.
ಪಿಸರು,(ನಾ),ಕಣ್ಣಿನ ಕೊಳೆ.
ಪಿಸುಗುಟ್ಟು,(ಕ್ರಿ),ಕಿವಿಯಲ್ಲಿ ಹೇಳು.
ಪಿಸುಣ,(ನಾ),"ಚಾಡಿಕೋರ, ನೀಚ."
ಪಿಸುಮಾತು,(ನಾ),ಕಿವಿಮಾತು.
ಪಿಸ್ತೂಲ್,(ನಾ),ಸಣ್ಣ ತುಪಾಕಿ.
ಪಿಳಕಿಸು,(ಕ್ರಿ),"ಮಿಟಕಿಸು, ಅಲುಗಾಡಿಸು."
ಪಿಳ್ಳಂಗೋವಿ,(ನಾ),ಕೊಳಲು.
ಪಿಳ್ಳೆ,(ನಾ),"ಚಿಕ್ಕದು, ಮಗು, ಮರಿ."
ಪೀಕದಾನಿ,(ನಾ),ಉಗುಳುವ ಪಾತ್ರೆ.
ಪೀಕಲಾಟ,(ನಾ),"ತೊಂದರೆ, ಕಷ್ಟ."
ಪೀಚು,(ನಾ),"ಎಳೆಯ ಕಾಯಿ, ಹೀಚು, ಬಡಕಲು."
ಪೀಠ,"(ನಾ),(ಕ್ರಿ)","ಆಸನ, ದೊಡ್ಡದಾದ, ಶ್ರೇಷ್ಠವಾದ. ಹಿರಿ, ಕೇಳು."
ಪೀಠಿಕೆ,(ನಾ),"ಪ್ರಸ್ತಾವನೆ, ಮುನ್ನುಡಿ."
ಪೀಡಿಸು,(ಕ್ರಿ),"ಭಾದೆ ಕೊಡುವುದು, ತೊಂದರೆ ಕೊಡುವುದು."
ಪೀಡೆ,(ನಾ),"ಬಾಧೆ, ತೊಂದರೆ, ಒಂದು ದುಷ್ಟ ಗ್ರಹ."
ಪೀಪಾಯಿ,(ನಾ),"ಮರ ಅಥವಾ ಲೋಹದ ದೊಡ್ಡ ಪಾತ್ರೆ, ಡ್ರಮ್ಮು."
ಪೀಪಿ,(ನಾ),"ಊದುವ ಒಂದು ಸಾಧನ, ಶೀಟಿ."
ಪೀಳಿಗೆ,(ನಾ),"ಪರಂಪರೆ, ಸಂತತಿ, ತಲೆಮಾರು."
ಪುಂಖಾನು ಪುಂಖ,(ಕ್ರಿ),ಒಂದಾದ ಮೇಲೊಂದರಂತೆ ಬರುವಿಕೆ.
ಪುಂಗಿ,(ನಾ),ಒಂದು ಊದುವ ವಾದ್ಯ.
ಪುಂಡ,(ನಾ),"ತಂಟೆಕೋರ, ತುಂಟ."
ಪುಂಡಿ,(ನಾ),ಒಂದು ಜಾತಿಯ ಸಸ್ಯ.
ಪುಂಡು,(ನಾ),"ತುಂಟತನ, ಪುಂಡಾಟ."
ಪುಂಸವನ,(ನಾ),ಗರ್ಭಿಣಿ ಸ್ತ್ರೀಗೆ ಮಾಡುವ ಹದಿನಾರು ಸಂಸ್ಕಾರಗಳಲ್ಲಿ ಒಂದು.
ಪುಕಳಿ,(ನಾ),"ಮುಕಳಿ , ಕುಂಡೆ, ತಿಕ."
ಪುಕಾರು,(ನಾ),"ಸುದ್ದಿ, ದೂರು."
ಪುಕ್ಕ,(ನಾ),"ಹಕ್ಕಿಗಳ ಹಿಂಬದಿಯ ಗರಿ, ಅಂಜು ಬುರುಕ."
ಪುಕ್ಕಟೆ,(ನಾ),ಬಿಟ್ಟಿ.
ಪುಕ್ಕಲು,(ನಾ),ಹೇಡಿತನ.
ಪುಟ,(ನಾ),"ಹಾರಾಟ, ಬೆಂಕಿಯನ್ನು ಹೊತ್ತಿಸುವುದು, ಭರಣಿ, ಲೋಹ ಮುಂತಾದುವನ್ನು ಕರಗಿಸಿ ಶುದ್ಧ ಮಾಡುವಿಕೆ, ಪದರು, ಕುದುರೆಯ ಗೊರಸು, ಪುಸ್ತಕದ ಹಾಳೆ."
ಪುಟಗೋಸಿ,(ನಾ),"ಲಂಗೋಟಿ, ಕ್ಷುದ್ರ."
ಪುಟಾಣಿ,"(ನಾ),(ಗು)","ಹುರಿಗಡಲೆ. ಸಣ್ಣ, ಚಿಕ್ಕ."
ಪುಟಿ,(ಕ್ರಿ),ಚೆಂಡಿನಂತೆ ಮೇಲಕ್ಕೆ ನೆಗೆ.
ಪುಟಿಕೆ,(ನಾ),"ಸಣ್ಣ ಬುಟ್ಟಿ, ಭರಣಿ."
ಪುಟ್ಟ,(ಗು),ಸಣ್ಣ ಚಿಕ್ಕ.
ಪುಟ್ಟಿ,(ನಾ),"ಬುಟ್ಟಿ, ಜೇನುಗೂಡು, ಹುಟ್ಟಿ."
ಪುಡಾರಿ,(ನಾ),"ನಾಯಕ, ಮುಂದಾಳು, ಮರಿನಾಯಕ."
ಪುಡಿ,(ನಾ),"ಹುಡಿ, ದೂಳು, ಚಿಕ್ಕದು, ಚಿಲ್ಲರೆ."
ಪುಡಿಗಾಸು,(ನಾ),ಚಿಲ್ಲರೆ ಹಣ.
ಪುಣ್ಯ,"(ನಾ),(ಗು)",ಸುಕೃತ. ಪವಿತ್ರವಾದ.
ಪುಣ್ಯವಂತ,(ನಾ),"ಪುಣ್ಯವುಳ್ಳವನು, ಅದೃಷ್ಟಶಾಲಿ."
ಪುಣ್ಯಾಹ,(ನಾ),"ಮಂಗಳಕರ್ಮ, ಮಂಗಳದಿನ, ಶುದ್ಧಿಗೊಳಿಸು ಕ್ರಿಯೆ."
ಪುತ್ತಳಿ,(ನಾ),ಬೊಂಬೆ.
ಪುತ್ರ,(ನಾ),ಮಗ.
ಪುತ್ರಿ,(ನಾ),ಮಗಳು.
ಪುದುವಟ್ಟು,(ನಾ),ಧರ್ಮಕಾರ್ಯಗಳಿಗೆ ಕಾಯ್ದಿರಿಸಿದ ಹಣ.
ಪುನಃ,(ಅ),"ತಿರುಗಿ, ಮತ್ತೆ, ಪುನಾ."
ಪುನರಾಗಮನ,(ನಾ),ಹಿಂದಿರುಗುವಿಕೆ.
ಪುನರಾವೃತ್ತಿ,(ನಾ),ಮತ್ತೆ ಮತ್ತೆ ಉಂಟಾಗುವುದು.
ಪುನರುಕ್ತಿ,(ನಾ),ಮತ್ತೆ ಮತ್ತೆ ಹೇಳುವುದು.
ಪುನರುತ್ಥಾನ,(ನಾ),ಮತ್ತೆ ಉದಯಿಸುವುದು.
ಪುನರ್ಜನ್ಮ,(ನಾ),ಮತ್ತೆ ಹುಟ್ಟುವುದು.
ಪುನರ್ವಿವಾಹ,(ನಾ),ಮರುಮದುವೆ.
ಪುನಾ,(ನಾ),ಪುನಃ.
ಪುನೀತ,(ಗು),"ಪವಿತ್ರವಾದ, ಪರಿಶುದ್ಧವಾದ."
ಪುನುಗು,(ನಾ),"ಒಂದು ಜಾತಿಯ ಬೆಕ್ಕು, ಸುಗಂಧ ದ್ರವ್ಯ."
ಪುರ,(ನಾ),"ಪಟ್ಟಣ, ನಗರ."
ಪುರವಣಿ,(ನಾ),"ಅನುಬಂಧ, ಪರಿಶಿಷ್ಟ."
ಪುರಸತ್ತು,(ನಾ),"ಬಿಡುವು, ವಿರಾಮ."
ಪುರಸ್ಕಾರ,(ನಾ),"ಸನ್ಮಾನ, ಗೌರವ."
ಪುರಾಣ,(ನಾ),"ಹಿಂದಿನದು, ಹಳೆಯ ಕಥೆ, ಪ್ರಾಚೀನ ಗ್ರಂಥ, ಅನಾವಶ್ಯಕ ವಿವರಣೆ."
ಪುರಾತತ್ವ,(ನಾ),"ಹಳೆಯ ಕಾಲದ, ಪ್ರಾಚೀನ."
ಪುರಾತನ,(ಗು),ಹಳೆಯ ಕಾಲದ.
ಪುರಾವೆ,(ನಾ),"ಸಾಕ್ಷಿ, ರುಜುವಾತು."
ಪುರಿ,"(ನಾ),(ಕ್ರಿ)","ಚುರುಮುರಿ, ಮಂಡಕ್ಕಿ ಮುಂತಾದುವು, ಹೊಸೆದು ಮಾಡಿದ ದಾರ, ಹುರುಪು, ಪಟ್ಟಣ. ಹುರಿ."
ಪುರುಷ,(ನಾ),"ಮನುಷ್ಯ, ಗಂಡಸು, ಪರಮಾತ್ಮ."
ಪುರುಷತ್ವ,(ನಾ),ಶೌರ್ಯ.
ಪುರುಷಮೃಗ,(ನಾ),ನಾಲ್ಕು ಕಾಲಿನ ಮನುಷ್ಯ ಮುಖದ ಒಂದು ಕಾಲ್ಪನಿಕ ಪ್ರಾಣಿ.
ಪುರೋಗಾಮಿ,(ನಾ),ಮುಂದಾಳು.
ಪುರೋಹಿತ,(ನಾ),ವೇದೋಕ್ತ ವಿಧಿಗಳನ್ನು ಮಾಡಿಸುವವನು.
ಪುರ್ವಾಗ್ರಹ,(ನಾ),ಪೂರ್ವಗ್ರಹ.
ಪುಲ್ಲಿಂಗ,(ನಾ),ಪುರುಷನನ್ನು ಸೂಚಿಸುವ ಲಿಂಗ.
ಪುಷ್ಕಳ,(ಗು),"ವಿಪುಲವಾದ, ಉತ್ತಮವಾದ."
ಪುಷ್ಟ,(ಗು),"ಚೆನ್ನಾಗಿ ಬೆಳೆದ, ಸಮೃದ್ಧ."
ಪುಷ್ಟೀಕರಿಸು,(ಕ್ರಿ),"ಬೆಂಬಲಿಸು, ಸಮರ್ಥಿಸು."
ಪುಷ್ಠಿ,(ನಾ),"ಶಕ್ತಿ, ಪೋಷಣೆ, ಬೆಳವಣಿಗೆ."
ಪುಷ್ಪ,(ನಾ),ಹೂವು.
ಪುಷ್ಪಾವತಿ,(ನಾ),"ಮೈನೆರೆದವಳು, ಮುಟ್ಟಾದವಳು."
ಪುಷ್ಯರಾಗ,(ನಾ),ಒಂದು ಬಗೆಯ ರತ್ನ.
ಪುಸಲಾಯಿಸು,(ಕ್ರಿ),"ಮಾತಿನಲ್ಲಿ ನಯವಾಗಿ ಒಪ್ಪಿಸು, ಉಬ್ಬಿಸು."
ಪುಸ್ತಕ,(ನಾ),"ರಟ್ಟುಕಟ್ಟಿದ ಕಾಗದದ ಹಾಳೆಗಳ ಕಂತೆ, ಸಾಹಿತ್ಯಕೃತಿ, ಗ್ರಂಥ."
ಪುಸ್ತಿಕೆ,(ನಾ),ಚಿಕ್ಕ ಪುಸ್ತಕ.
ಪೂಜಕ,(ನಾ),ಪೂಜಿಸುವವನು.
ಪೂಜನ,(ನಾ),"ಪೂಜೆ, ಗೌರವ."
ಪೂಜನೀಯ,(ಗು),ಪೂಜಿಸಲು ಯೋಗ್ಯವಾದ.
ಪೂಜಾರಿ,(ನಾ),"ಪೂಜೆ ಮಾಡುವವನು, ಅರ್ಚಕ."
ಪೂಜೆ,(ನಾ),"ಅರ್ಚನೆ, ಆರಾಧನೆ."
ಪೂಜ್ಯ,"(ನಾ),(ಗು)","ಗೌರವಕ್ಕೆ ಪಾತ್ರನಾದವನು, ಸೊನ್ನೆ. ಗೌರವಾರ್ಹ."
ಪೂರ,(ನಾ),"ನೆರೆ, ಪ್ರವಾಹ, ತುಂಬಿರುವಿಕೆ."
ಪೂರಕ,"(ನಾ),(ಗು)","ಪ್ರಾಣಾಯಾಮದ ಮೂರು ಕ್ರಿಯೆಗಳಲ್ಲಿ ಒಂದು. ತುಂಬಿಕೊಡುವ, ಪೂರ್ಣಗೊಳಿಸುವ."
ಪೂರಾ,(ಅ),ಸಂಪೂರ್ಣವಾಗಿ.
ಪೂರಾಯ,(ನಾ),"ಪೂರ್ಣತೆ, ದೊಡ್ಡದು."
ಪೂರಿ,(ನಾ),ಒಂದು ಬಗೆಯ ಕರಿದ ತಿನಿಸು.
ಪೂರಿಗೆ,(ನಾ),ಒಂದು ಬಗೆಯ ಸಿಹಿತಿಂಡಿ.
ಪೂರೈಕೆ,(ನಾ),ಒದಗಿಸುವಿಕೆ.
ಪೂರೈಸು,(ಕ್ರಿ),"ಪೂರ್ಣಮಾಡು, ಮುಗಿಸು, ಶಂಖವನ್ನು ಊದು."
ಪೂರ್ಣ,(ಗು),"ಕೊನೆಗೊಂಡ, ಸಮಗ್ರವಾದ, ತುಂಬಿದ."
ಪೂರ್ತ,(ನಾ),"ತುಂಬಿದ, ಪೂರ್ಣ."
ಪೂರ್ತಿ,(ನಾ),"ಎಲ್ಲ, ಸಮಗ್ರತೆ."
ಪೂರ್ತಿಮಾಡು,(ಕ್ರಿ),ಮುಗಿಸು.
ಪೂರ್ವ,"(ನಾ),(ಗು)","ಹಿಂದಿನದು, ಪ್ರಾಚೀನವಾದುದು, ಸೂರ್ಯನು ಹುಟ್ಟುವ ದಿಕ್ಕು, ಪೂರ್ವದಿಕ್ಕು. ಪೂರ್ವದಿಕ್ಕಿನಲಿರುವ, ಪುರಾತನ, ಮೊದಲಿನ."
ಪೂರ್ವಗ್ರಹ,(ನಾ),"ಮನಸ್ಸಿನಲ್ಲಿ ಮೊದಲೇ ಮಾಡಿಕೊಂಡ ಅಭಿಪ್ರಾಯ, ಪುರ್ವಾನುಗ್ರಹ."
ಪೂರ್ವಜ,(ನಾ),"ಹಿರಿಯ, ಪೂರ್ವಿಕ, ವಂಶದ ಹಿರಿಯ."
ಪೂರ್ವಿಕ,(ನಾ),"ಹಳಬ, ಪೂರ್ವಜ."
ಪೂಸು,(ಕ್ರಿ),"ಸವರು, ಲೇಪಿಸು, ಹೂಸು."
ಪೃಥಿವಿ,(ನಾ),ಭೂಮಿ.
ಪೃಥ್ವಿ,(ನಾ),"ಭೂಮಿ, ಧರೆ."
ಪೆಂಗ,(ನಾ),ಪೆದ್ದ.
ಪೆಂಗು,(ನಾ),ದಡ್ಡತನ.
ಪೆಂಟೆ,(ನಾ),"ಹೆಂಟೆ, ಪಿಂಡಿ, ಧಾನ್ಯಗಳನ್ನು ತುಂಬುವ ಬಿದಿರಿನ ಸಾಧನ."
ಪೆಚ್ಚು,"(ನಾ),(ಕ್ರಿ)","ಮಂಕು, ಹೆಡ್ಡತನ. ಅಧಿಕವಾಗು, ಹೆಚ್ಚು. ಪೆಚ್ಚಾಗು, ಪೆಚ್ಚುಮೋರೆ."
ಪೆಟಾರಿ,(ನಾ),"ದೊಡ್ಡ ಪಟ್ಟಿಗೆ, ಪೆಠಾರಿ."
ಪೆಟ್ಟಿಗೆ,(ನಾ),ಸಂದೂಕ.
ಪೆಟ್ಟು,(ನಾ),"ಹೊಡೆತ, ಏಟು, ನೋವು."
ಪೆಟ್ಲುಪ್ಪು,(ನಾ),ಒಂದು ಬಗೆಯ ಉಪ್ಪು.
ಪೆಠಾರಿ,(ನಾ),ಪೆಟಾರಿ.
ಪೆಡಂಭೂತ,(ನಾ),ಬೃಹದಾಕಾರದ ಪ್ರಾಚೀನ ಕಾಲದ ಪ್ರಾಣಿ.
ಪೆಡಸು,(ನಾ),"ಗಡಸು, ಕಾಠಿನ್ಯ."
ಪೆದ್ದ,(ನಾ),"ಮೂರ್ಖ, ದಡ್ಡ."
ಪೆದ್ದು,(ನಾ),ಹೆಡ್ಡತನ.
ಪೇಚಾಟ,(ನಾ),ಇಕ್ಕಟ್ಟು.
ಪೇಚು,(ನಾ),"ತೊಡಕು, ಹೆಡ್ಡತನ."
ಪೇಟ,(ನಾ),ರುಮಾಲು.
ಪೇಟೆ,(ನಾ),ಅಂಗಡಿಗಳಿರುವ ಬೀದಿ.
ಪೇದೆ,(ನಾ),"ಕಾಲಾಳು, ಸೇವಕ."
ಪೇಯ,(ನಾ),"ಕುಡಿಯಲು ಯೋಗ್ಯವಾದುದು, ಪಾನೀಯ, ಪಾನಕ, ಹಾಲು, ನೀರು ಮುಂತಾದು."
ಪೇರಲ,(ನಾ),"ಒಂದು ಜಾತಿಯ ಮರ ಮತ್ತು ಅದರ ಹಣ್ಣು, ಸೀಬೆ, ಪೇರಳೆ."
ಪೇರಳೆ,(ನಾ),ಪೇರಲ.
ಪೇಲವ,(ಗು),"ಮೃದುವಾದ, ಮಸುಕಾದ."
ಪೇಷ್ಕಾರ,(ನಾ),ಕಂದಾಯ ವಸೂಲು ಮಾಡುವ ಒಬ್ಬ ಅಧಿಕಾರಿ.
ಪೈ,(ನಾ),"ಒಂದು ನಾಣ್ಯ, ಬಿಡಿಕಾಸು."
ಪೈಕ,(ನಾ),"ವರ್ಗ, ಗುಂಪು."
ಪೈಕಿ,(ಅ),ಸಂಬಂಧದಲ್ಲಿ.
ಪೈಜಣ,(ನಾ),"ಕಿರುಗೆಜ್ಜೆಗಳಿಂದ ಕೂಡಿದ ಕಾಲಿನ ಆಭರಣ, ಅಂದುಗೆ."
ಪೈಜಾಮ,(ನಾ),"ಚಲ್ಲಣ, ಕಾಲಂಗಿ."
ಪೈಪೋಟಿ,(ನಾ),"ಸ್ಪರ್ಧೆ, ಮೇಲಾಟ."
ಪೈರಣ,(ನಾ),"ಅಂಗಿ, ಜುಬ್ಬ."
ಪೈರು,(ನಾ),ತೆನೆಯಿಂದ ಕೂಡಿದ ಬೆಳೆ.
ಪೈಲವಾನ,(ನಾ),"ಕುಸ್ತಿಮಾಡುವವನು, ಜಟ್ಟಿ."
ಪೈಲು,(ನಾ),"ಮುಖ, ಕೋನ."
ಪೈಶಾಚಿ,(ನಾ),ಒಂದು ಭಾಷೆ.
ಪೈಶಾಚಿಕ,(ಗು),"ಅಸುರ ಸ್ವಭಾವದ, ಅಮಾನುಷ."
ಪೈಸಲು,(ನಾ),"ತೀರ್ಮಾನ, ಕೊನೆ."
ಪೈಸಾ,(ನಾ),"ಹಣ, ಕನಿಷ್ಟ ಬೆಲೆಯ ಒಂದು ನಾಣ್ಯ."
ಪೊಂಗಲ್,(ನಾ),"ಒಂದು ಬಗೆಯ ಖಾದ್ಯ, ಹುಗ್ಗಿ, ಸಂಕ್ರಾಂತಿ ಹಬ್ಬ."
ಪೊಗದಸ್ತು,(ನಾ),"ಪಗದಸ್ತು, ಪಗಡದಸ್ತು."
ಪೊಗದಿ,(ನಾ),"ತೆರಿಗೆ, ಕರ."
ಪೊಗರು,(ನಾ),"ಹೊಳಪು, ಗರ್ವ."
ಪೊಟರೆ,(ನಾ),"ಮರದ ಡೊಗರು, ಪೊಟ್ಟರೆ."
ಪೊಟ್ಟಣ,(ನಾ),"ಕಾಗದ, ಎಲೆ ಮುಂತಾದವುಗಳಲ್ಲಿ ಯಾವುದಾದರೂ ವಸ್ತುವನ್ನು ಸೇರಿಸಿ ಕಟ್ಟಿದ್ದು, ಪುಡಿಕೆ."
ಪೊಟ್ಟರೆ,(ನಾ),ಪೊಟರೆ.
ಪೊದರು,(ನಾ),"ಹೊದರು, ಪೊದೆ."
ಪೊದೆ,(ನಾ),"ಬತ್ತಳಿಕೆ, ಹೊದೆ, ಪೊದರು."
ಪೊರಕೆ,(ನಾ),"ಕಸ ಗುಡಿಸುವ ಸಾಧನ, ಬರಲು."
ಪೊರಜೆ,(ನಾ),ಆನೆಯನ್ನು ಕಟ್ಟುವ ದಪ್ಪ ಹಗ್ಗ.
ಪೊರೆ,"(ನಾ),(ಕ್ರಿ)","ರಕ್ಷಣೆ, ಸಮೀಪ, ಪದರ, ಹಾವಿನ ಪರೆ, ಹುಣ್ಣು. ಸಲಹು, ಧರಿಸು, ಸೇರು, ತುಂಬು, ಲೇಪಿಸು, ಹೊರೆ."
ಪೋಕರಿ,(ನಾ),ಪೋಲಿ.
ಪೋಣಿಸು,(ಕ್ರಿ),ಸೇರಿಸು.
ಪೋರ,(ನಾ),"ತುಂಟ ಹುಡುಗ, ಬಾಲಕ."
ಪೋರಿ,(ನಾ),"ಹೋರಿ, ಹುಡುಗಿ."
ಪೋಲಿ,(ನಾ),"ಉಡಾಳ, ತುಂಟ."
ಪೋಲು,(ನಾ),"ಅಪವ್ಯಯ, ದುಂದುವೆಚ್ಚ."
ಪೋಲು ಮಾಡು,(ಕ್ರಿ),"ದುಂದು ವೆಚ್ಚ ಮಾಡು, ಮನಸ್ಸಿಗೆ ಬಂದಂತೆ ಖರ್ಚು ಮಾಡು."
ಪೋಷಕ,"(ನಾ),(ಗು)","ಕಾಪಾಡುವವನು, ಬೆಳೆಸುವವನು. ರಕ್ಷಿಸುವ."
ಪೋಷಕಿ,(ನಾ),ರಕ್ಷಿಸುವವಳು.
ಪೋಷಾಕು,(ನಾ),"ಉಡುಗೆ, ತೊಡುಗೆ."
ಪೋಷಿಸು,(ಕ್ರಿ),ಪಾಲಿಸು.
ಪೌಂಡಿಮನೆ,(ನಾ),"ತೊಂಡುದನಗಳನ್ನು ಕೂಡುವ ಸ್ಥಳ, ದೊಡ್ಡಿ."
ಪೌಜು,(ನಾ),"ದಂಡು, ಸೇನೆ."
ಪೌತ್ರ,(ನಾ),ಮಗನ ಮಗ.
ಪೌತ್ರಿ,(ನಾ),ಮಗನ ಮಗಳು.
ಪೌರ,"(ನಾ),(ಗು)","ನಾಗರಿಕನ ಹಕ್ಕುಬಾಧ್ಯತೆಗಳನ್ನು ಪಡೆವವನು, ನಾಗರೀಕ. ನಗರಕ್ಕೆ ಸಂಬಂಧಿಸಿದ, ಪೌರ ನೀತಿ."
ಪೌರಸ್ತ್ಯ,(ನಾ),ಪೂರ್ವಭಾಗಕ್ಕೆ ಸೇರಿದು.
ಪೌರಾಣಿಕ,(ನಾ),ಪುರಾಣಕ್ಕೆ ಸಂಬಂಧಿಸಿದ್ದು.
ಪೌರುಷ,"(ನಾ),(ಗು)","ಶೌರ್ಯ, ಪ್ರಯತ್ನ, ಸಾಹಸ. ಗಂಡಸಿಗೆ ಸಂಬಂಧಿಸಿದ."
ಪೌರೋಹಿತ್ಯ,(ನಾ),"ಪುರೋಹಿತನ ಕೆಲಸ, ಮುಂದಾಳುತನವಹಿಸುವುದು."
ಪೌಷ್ಟಿಕ,(ಗು),ಪುಷ್ಟಿಯನ್ನು ಕೊಡುವ.
ಪೌಷ್ಯ,(ನಾ),ಪುಷ್ಯಮಾಸ.
ಪೌಳಿ,(ನಾ),"ಪ್ರಕಾರ, ಸುತ್ತುಗೋಡೆ."
ಪ್ರಕಟ,(ಗು),"ಮುಚ್ಚುಮರೆಯಿಲ್ಲದ, ಪ್ರಕಾಶಕ್ಕೆ ತಂದ."
ಪ್ರಕಟಣೆ,(ನಾ),"ಹೊರಗೆಡಹುವುದು. ಬಹಿರಂಗಪಡಿಸುವುದು, ಪ್ರಕಟಿಸುವುದು."
ಪ್ರಕರಣ,(ನಾ),"ಘಟನೆ, ಭಾಗ, ಗ್ರಂಥಭಾಗ, ನಾಟಕದಲ್ಲಿ ಒಂದು ಪ್ರಭೇದ."
ಪ್ರಕಾರ,(ನಾ),"ರೀತಿ, ಬಗೆ."
ಪ್ರಕಾಶ,(ನಾ),"ತೇಜಸ್ಸು, ಪ್ರಸಿದ್ಧವಾದದ್ದು, ಪ್ರಕಾಶಿಸು."
ಪ್ರಕಾಶಕ,(ನಾ),"ಪ್ರಕಾಶಪಡಿಸುವವನು, ಪ್ರಕಟನಕಾರ."
ಪ್ರಕೃತ,(ಗು),"ಈಗಿನ, ಸದ್ಯದ, ಪ್ರಸ್ತುತ."
ಪ್ರಕೃತಿ,(ನಾ),"ಸಹಜವಾದ ಸ್ಥಿತಿಯಲ್ಲಿರುವುದು, ಸ್ವಭಾವ, ನಿಸರ್ಗ, ಸ್ತ್ರೀ, ಶಬ್ದದ ಮೂಲರೂಪ, ದೇಹಸ್ಥಿತಿ."
ಪ್ರಕೋಪ,(ನಾ),"ಕೋಪಾಟೋಪ, ಹೆಚ್ಚಳ."
ಪ್ರಕ್ರಿಯೆ,(ನಾ),"ಕ್ರಮ, ರೀತಿ, ತತ್ತ್ವ."
ಪ್ರಖ್ಯಾತ,"(ನಾ),(ಗು)",ಪ್ರಸಿದ್ಧನಾದವನು. ಹೆಸರುವಾಸಿಯಾದ.
ಪ್ರಖ್ಯಾತಿ,(ನಾ),"ಕೀರ್ತಿ, ಪ್ರಸಿದ್ಧಿ."
ಪ್ರಗತಿ,(ನಾ),"ಏಳಿಗೆ, ಮುನ್ನಡೆ."
ಪ್ರಗತಿಶೀಲ,(ಗು),ಏಳಿಗೆಯಲ್ಲಿ ಆಸಕ್ತಿಯುಳ್ಳ.
ಪ್ರಚಂಡ,"(ನಾ),(ಗು)","ಅಸಾಮಾನ್ಯ ವ್ಯಕ್ತಿ. ಭಯಂಕರವಾದ, ಬಲಶಾಲಿಯಾದ."
ಪ್ರಚಲಿತ,(ಗು),ಚಾಲ್ತಿಯಲ್ಲಿರುವ.
ಪ್ರಚಾರ,(ನಾ),"ಹರಡುವಿಕೆ, ಚಲಾವಣೆ."
ಪ್ರಚಾರಕ,(ನಾ),ಪ್ರಚಾರ ಮಾಡುವವನು.
ಪ್ರಚೋದನೆ,(ನಾ),ಉತ್ತೇಜನ.
ಪ್ರಚೋದಿಸು,(ಕ್ರಿ),ಹುರಿದುಂಬಿಸು.
ಪ್ರಜಾಪ್ರತಿನಿಧಿ,(ನಾ),ಜನರಿಂದ ಆರಿಸಲ್ಪಟ್ಟವನು.
ಪ್ರಜಾಪ್ರಭುತ್ವ,(ನಾ),ಪ್ರಜೆಗಳಿಂದ ನಡೆಯುವ ಆಡಳಿತ.
ಪ್ರಜೆ,(ನಾ),"ಪೌರ, ಜನತೆ, ಸಂತತಿ, ಮಕ್ಕಳು."
ಪ್ರಜ್ಞೆ,(ನಾ),"ಎಚ್ಚರ, ತಿಳುವಳಿಕೆ, ಬುದ್ಧಿ."
ಪ್ರಣಯ,(ನಾ),"ಪ್ರೀತಿ, ಪ್ರೇಮ, ಸ್ನೇಹ."
ಪ್ರಣಯಿ,(ನಾ),"ಪ್ರೇಮಿ, ಒಡೆಯ, ಗಂಡ."
ಪ್ರಣವ,(ನಾ),ಓಂಕಾರವೆಂಬ ಮಂತ್ರ.
ಪ್ರಣಾಮ,(ನಾ),"ನಮಸ್ಕಾರ, ವಂದನೆ."
ಪ್ರಣಾಳ,(ನಾ),"ಕೊಳವೆ, ಕಾಲುವೆ, ಪ್ರಣಾಳಿಕೆ, ವಿಚಾರಮಾರ್ಗ, ಘೋಷಣಪತ್ರ."
ಪ್ರತಾಪ,(ನಾ),"ತೇಜಸ್ಸು, ಪರಾಕ್ರಮ."
ಪ್ರತಿ,(ನಾ),"ಎದುರು, ವಿರೋಧ, ಬದಲು, ನಕಲು."
ಪ್ರತಿಕಕ್ಷಿ,(ನಾ),ಎದುರಾಳಿ.
